album,artist name,track name,min_played
Friday,Ice Cube,Friday,4927
Anthology,Musical Youth,Pass The Dutchie,11157
Ready to Die,The Notorious B.I.G.,Big Poppa - 2005 Remaster,2965
Flower Boy,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),2133
Despicable Me 3 (Original Motion Picture Soundtrack),Pharrell Williams,Hug Me,2389
The Less I Know the Sexy Back,DJ Pho,The Less I Know the Sexy Back,405
The House Is Burning,Isaiah Rashad,Headshots (4r da Locals),1941
The Less I Know the Sexy Back,DJ Pho,The Less I Know the Sexy Back,1962
Straight Outta Compton,Ice Cube,No Vaseline,4949
Bootlegs And B-Sides,Ice Cube,Check Yo Self - Remix,2346
"Laugh Now, Cry Later",Ice Cube,Why We Thugs,3520
Everythangs Corrupt,Ice Cube,Streets Shed Tears,1216
Death Certificate,Ice Cube,Only One Me,2175
AM,Arctic Monkeys,Why'd You Only Call Me When You're High?,1728
Hasta la Raíz,Natalia Lafourcade,Nunca Es Suficiente,13525
Off the Wall,Michael Jackson,Don't Stop 'Til You Get Enough,2943
Oceans Of Fantasy,Boney M.,Gotta Go Home,3114
Happy Together,The Turtles,Happy Together,2368
Sex Symbol,Adalberto Santiago,La Noche Mas Linda,1791
BIEN O MAL,Trueno,DANCE CRIP,6378
Uva Bombom,Rochy RD,Uva Bombom,1173
Love And Sex,Plan B,Mi Vecinita,2005
Sling,Clairo,Blouse,10602
Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz,14165
MTV Unplugged Música De Fondo,Zoé,Labios Rotos - En Vivo Desde México / 2010,0
MTV Unplugged Música De Fondo,Zoé,Labios Rotos - En Vivo Desde México / 2010,11328
MTV Unplugged Música De Fondo,Zoé,Luna - En Vivo,23210
Limon Y Sal,Julieta Venegas,Eres para Mí (with Anita Tijoux),0
Limon Y Sal,Julieta Venegas,Eres para Mí (with Anita Tijoux),0
Déjenme Llorar,Carla Morrison,Hasta la Piel,4031
SINO,Café Tacvba,Quiero Ver,1002
Hasta la Raíz,Natalia Lafourcade,Nunca Es Suficiente,2368
Déjenme Llorar,Carla Morrison,Hasta la Piel,2133
SINO,Café Tacvba,Quiero Ver,10261
Déjenme Llorar,Carla Morrison,Disfruto,13205
Mon Laferte,Mon Laferte,Tu Falta De Querer,13461
Depende,Jarabe De Palo,Agua,6357
Limon Y Sal,Julieta Venegas,Limón y Sal,32255
Parachutes,Coldplay,Yellow,13311
Parachutes,Coldplay,Sparks,5994
Music Of The Spheres,Coldplay,My Universe,11562
A Rush of Blood to the Head,Coldplay,The Scientist,9898
Parachutes,Coldplay,Sparks,8853
Music Of The Spheres,Coldplay,My Universe,13823
Music Of The Spheres,Coldplay,🪐,0
Music Of The Spheres,Coldplay,❤️,1770
Music Of The Spheres,Coldplay,🌎,11605
Music Of The Spheres,Coldplay,♾,15637
Everyday Life,Coldplay,Sunrise,14442
Everyday Life,Coldplay,Cry Cry Cry,6314
Everyday Life,Coldplay,Old Friends,3178
Everyday Life,Coldplay,Champion Of The World,32384
X&Y,Coldplay,Square One,725
X&Y,Coldplay,Fix You,7850
X&Y,Coldplay,Talk,24511
Viva La Vida (Prospekt's March Edition),Coldplay,Viva La Vida,24277
A Rush of Blood to the Head,Coldplay,Green Eyes,14826
Que la Vida Vale,Natalia Lafourcade,Que la Vida Vale,9706
Talking Dreams,Echosmith,Cool Kids,11882
MultiViral,Calle 13,Ojos Color Sol (feat. Silvio Rodríguez),148607
Peace Is The Mission,Major Lazer,Lean On,10709
Mad Love The Prequel,Sean Paul,No Lie,9109
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,8960
Confident,Demi Lovato,Cool for the Summer,18581
Purpose,Justin Bieber,Love Yourself,6058
Stuck with U,Ariana Grande,Stuck with U (with Justin Bieber),12906
Encore,DJ Snake,Let Me Love You,6997
All The Little Lights,Passenger,Let Her Go,23189
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,4629
Fuzzybrain,Dayglow,Can I Call You Tonight?,8576
Un Verano Sin Ti,Bad Bunny,Otro Atardecer,8383
Coolgirl,Atomic Rose,Coolgirl,122410
In A Tidal Wave Of Mystery,Capital Cities,Kangaroo Court,57834
Pure Heroine,Lorde,Team,106793
Six Feet Under,Billie Eilish,Six Feet Under,64405
Certified Lover Boy,Drake,Knife Talk (with 21 Savage ft. Project Pat),143466
Fuzzybrain,Dayglow,Can I Call You Tonight?,1109
Care Package,Drake,Can I,20757
25,Adele,Love In The Dark,11306
Balas Perdidas,Morat,No Se Va,10815
Sobre El Amor Y Sus Efectos Secundarios,Morat,Cómo Te Atreves,12202
Llamada Perdida,Morat,Llamada Perdida,767
Until I Found You,Stephen Sanchez,Until I Found You,177720
I Ain’t Worried,OneRepublic,I Ain't Worried,5161
Harry's House,Harry Styles,Late Night Talking,177954
Harry's House,Harry Styles,As It Was,47561
Un Verano Sin Ti,Bad Bunny,Me Porto Bonito,8160
Un Verano Sin Ti,Bad Bunny,Tití Me Preguntó,8640
Un Verano Sin Ti,Bad Bunny,Moscow Mule,5781
Un Verano Sin Ti,Bad Bunny,Después de la Playa,5600
Un Verano Sin Ti,Bad Bunny,Me Porto Bonito,4181
Un Verano Sin Ti,Bad Bunny,Un Ratito,5365
Un Verano Sin Ti,Bad Bunny,Tarot,4565
Un Verano Sin Ti,Bad Bunny,La Corriente,1696
Un Verano Sin Ti,Bad Bunny,Efecto,9877
Un Verano Sin Ti,Bad Bunny,Party,10528
Un Verano Sin Ti,Bad Bunny,Aguacero,158783
Un Verano Sin Ti,Bad Bunny,Enséñame a Bailar,3957
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,693
Un Verano Sin Ti,Bad Bunny,Neverita,31200
Un Verano Sin Ti,Bad Bunny,Después de la Playa,115306
Un Verano Sin Ti,Bad Bunny,Tití Me Preguntó,2037
Un Verano Sin Ti,Bad Bunny,Un Ratito,23093
Un Verano Sin Ti,Bad Bunny,Tarot,84608
Un Verano Sin Ti,Bad Bunny,Efecto,1216
Un Verano Sin Ti,Bad Bunny,Party,3925
Un Verano Sin Ti,Bad Bunny,Aguacero,39626
Un Verano Sin Ti,Bad Bunny,Callaita,6688
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Me Fui de Vacaciones,171780
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Me Fui de Vacaciones,180929
Brand New Eyes,Paramore,The Only Exception,72426
Sobre El Amor Y Sus Efectos Secundarios,Morat,Cómo Te Atreves,143161
Blurred Lines,Robin Thicke,Blurred Lines,7338
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],1728
Imagination,Foster The People,Imagination,13184
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),132245
Toto IV,TOTO,Africa,249029
Un Verano Sin Ti,Bad Bunny,Después de la Playa,216191
All The Little Lights,Passenger,Let Her Go,130453
Pull Up,Kbp el Terrorista,Pull Up,135807
Un Verano Sin Ti,Bad Bunny,Tarot,95936
Un Verano Sin Ti,Bad Bunny,La Corriente,186784
In A Tidal Wave Of Mystery,Capital Cities,Kangaroo Court,30952
Pure Heroine,Lorde,Team,271724
Un Verano Sin Ti,Bad Bunny,Un Verano Sin Ti,122951
Pure Heroine,Lorde,Team,193058
Pure Heroine,Lorde,Team,1854
Sobre El Amor Y Sus Efectos Secundarios,Morat,Cómo Te Atreves,3775
25,Adele,Love In The Dark,2816
Sobre El Amor Y Sus Efectos Secundarios,Morat,Cómo Te Atreves,205897
Care Package,Drake,Can I,96259
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,383
BADLANDS,Halsey,Colors,244224
Industry Plant,iann dior,Lately,131396
Red (Taylor's Version),Taylor Swift,Babe (Taylor's Version) (From The Vault),29394
Toto IV,TOTO,Africa,67048
Toto IV,TOTO,Africa,295893
Toto IV,TOTO,Africa,295893
XSCAPE,Michael Jackson,Love Never Felt So Good,68874
Toto IV,TOTO,Africa,224417
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,185056
A Rush of Blood to the Head,Coldplay,Green Eyes,461610
A Rush of Blood to the Head,Coldplay,Green Eyes,38062
Rumours,Fleetwood Mac,The Chain - 2004 Remaster,8106
1982-1987 - Himnos Del Corazón,Los Abuelos De La Nada,Mil Horas,3626
Imagination,Foster The People,Imagination,0
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),42418
A Rush of Blood to the Head,Coldplay,Green Eyes,307669
Encore,DJ Snake,Let Me Love You,153237
Imagination,Foster The People,Imagination,3648
SINO,Café Tacvba,Quiero Ver,2282
Music Of The Spheres,Coldplay,My Universe,5546
Talking Dreams,Echosmith,Cool Kids,65840
X&Y,Coldplay,Talk,86142
Primero Soy Mexicana,Ángela Aguilar,La Llorona,94528
A Rush of Blood to the Head,Coldplay,Green Eyes,213183
A Rush of Blood to the Head,Coldplay,The Scientist,67840
Balas Perdidas,Morat,No Se Va,44160
A Rush of Blood to the Head,Coldplay,The Scientist,26815
A Rush of Blood to the Head,Coldplay,Green Eyes,189503
Toto IV,TOTO,Africa,248854
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,122238
Brand New Eyes,Paramore,The Only Exception,12074
Un Verano Sin Ti,Bad Bunny,Otro Atardecer,6130
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Un Verano Sin Ti,Bad Bunny,Andrea,339611
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,39130
Pure Heroine,Lorde,Team,193058
Pure Heroine,Lorde,Team,187667
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,94678
A Rush of Blood to the Head,Coldplay,Green Eyes,100778
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,16448
A Rush of Blood to the Head,Coldplay,Green Eyes,313679
A Rush of Blood to the Head,Coldplay,Green Eyes,34069
Un Verano Sin Ti,Bad Bunny,Tarot,196510
Un Verano Sin Ti,Bad Bunny,La Corriente,83452
Un Verano Sin Ti,Bad Bunny,Party,1811
Un Verano Sin Ti,Bad Bunny,Efecto,58862
Pull Up,Kbp el Terrorista,Pull Up,85217
A Rush of Blood to the Head,Coldplay,The Scientist,17322
Un Verano Sin Ti,Bad Bunny,Moscow Mule,144358
Bellacoso,Residente,Bellacoso,89489
Chambea,Bad Bunny,Chambea,31973
A Rush of Blood to the Head,Coldplay,Green Eyes,51501
Pure Heroine,Lorde,Team,193765
The Pinkprint,Nicki Minaj,The Night Is Still Young,0
Some Nights,fun.,We Are Young (feat. Janelle Monáe),2507
Un Verano Sin Ti,Bad Bunny,Andrea,339611
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,254173
Looking For America,Lana Del Rey,Looking For America,1015
Un Verano Sin Ti,Bad Bunny,Andrea,613282
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,254173
Looking For America,Lana Del Rey,Looking For America,37877
Un Verano Sin Ti,Bad Bunny,Andrea,339611
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,254173
Looking For America,Lana Del Rey,Looking For America,162326
Those Eyes,New West,Those Eyes,117432
Un Verano Sin Ti,Bad Bunny,Andrea,339611
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,254173
Looking For America,Lana Del Rey,Looking For America,10129
Un Verano Sin Ti,Bad Bunny,Andrea,339611
El Objeto Antes Llamado Disco,Café Tacvba,Aprovéchate,254173
Looking For America,Lana Del Rey,Looking For America,162326
Those Eyes,New West,Those Eyes,220750
The Pinkprint,Nicki Minaj,The Night Is Still Young,98220
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],111637
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),49061
Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz,0
MTV Unplugged Música De Fondo,Zoé,Labios Rotos - En Vivo Desde México / 2010,39808
Peace Is The Mission,Major Lazer,Lean On,109653
Mad Love The Prequel,Sean Paul,No Lie,221176
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,175934
La Vie En Rose,Emily Watts,La Vie En Rose,4245
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,ilomilo,14378
Certified Lover Boy,Drake,Knife Talk (with 21 Savage ft. Project Pat),69120
Charged Up,Drake,Charged Up,7061
París,Morat,París,113717
Glimpse of Us,Joji,Glimpse of Us,198855
A Rush of Blood to the Head,Coldplay,Green Eyes,240021
A Rush of Blood to the Head,Coldplay,Green Eyes,512719
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,230037
Blurred Lines,Robin Thicke,Blurred Lines,3498
Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz,320
MTV Unplugged Música De Fondo,Zoé,Luna - En Vivo,3178
Parachutes,Coldplay,Yellow,12480
Déjenme Llorar,Carla Morrison,Disfruto,4586
Hasta la Raíz,Natalia Lafourcade,Hasta la Raíz,143061
MTV Unplugged Música De Fondo,Zoé,Luna - En Vivo,7253
X&Y,Coldplay,Talk,17237
AM,Arctic Monkeys,I Wanna Be Yours,183956
AM,Arctic Monkeys,I Wanna Be Yours,183956
AM,Arctic Monkeys,I Wanna Be Yours,2117
Care Package,Drake,Can I,8768
everything i wanted,Billie Eilish,everything i wanted,10453
Happier Than Ever,Billie Eilish,NDA,195776
Happier Than Ever,Billie Eilish,Therefore I Am,173539
Happier Than Ever,Billie Eilish,Happier Than Ever,298899
Happier Than Ever,Billie Eilish,Male Fantasy,194886
Un Verano Sin Ti,Bad Bunny,Andrea,244266
Kid Krow,Conan Gray,Maniac,337107
Happier Than Ever,Billie Eilish,Getting Older,239556
Kid Krow,Conan Gray,Maniac,79389
Kid Krow,Conan Gray,Maniac,1276
Kid Krow,Conan Gray,Maniac,0
Kid Krow,Conan Gray,Maniac,439242
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,166287
Un Verano Sin Ti,Bad Bunny,Andrea,576431
lovely (with Khalid),Billie Eilish,lovely (with Khalid),123312
Kid Krow,Conan Gray,Maniac,185773
Happier Than Ever,Billie Eilish,Billie Bossa Nova,196730
Planet Her,Doja Cat,Kiss Me More (feat. SZA),249680
Kid Krow,Conan Gray,Maniac,321424
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,185773
Kid Krow,Conan Gray,Maniac,30357
Kid Krow,Conan Gray,Maniac,155407
Doo-Wops & Hooligans,Bruno Mars,Marry You,766
Kid Krow,Conan Gray,Maniac,69790
evermore,Taylor Swift,willow,8916
Un Verano Sin Ti,Bad Bunny,Andrea,339611
Harry's House,Harry Styles,As It Was,167303
Un Verano Sin Ti,Bad Bunny,Yo No Soy Celoso,230704
OASIS,J Balvin,LA CANCIÓN,158387
Out Like a Light,The Honeysticks,Out Like a Light,109934
Kid Krow,Conan Gray,Maniac,185773
Un Verano Sin Ti,Bad Bunny,Andrea,242941
Until I Found You,Stephen Sanchez,Until I Found You,177720
Imagination,Foster The People,Imagination,181851
Until I Found You,Stephen Sanchez,Until I Found You,1323
Every Summertime,NIKI,Every Summertime,1114
Safe Haven,Ruth B.,Dandelions,510
Every Summertime,NIKI,Every Summertime,215686
AM,Arctic Monkeys,I Wanna Be Yours,53677
Until I Found You,Stephen Sanchez,Until I Found You,177720
Imagination,Foster The People,Imagination,256266
Dua Lipa,Dua Lipa,IDGAF,137608
Favourite Worst Nightmare,Arctic Monkeys,505,11609
Scaled And Icy,Twenty One Pilots,Mulberry Street,1602
Triplbt Theme,jagger finn,Vas,835
Sinatra,Forrest Nolan,Sinatra,1021
i've grown out of you,aryy,i've grown out of you,1114
Discovery,Daft Punk,Digital Love,998
Hot Pink,Doja Cat,Juicy,1091
Discovery,Daft Punk,Digital Love,301373
Hot Pink,Doja Cat,Juicy,203093
Planet Her,Doja Cat,Need to Know,210560
~how i'm feeling~,Lauv,For Now,189240
Grease,Olivia Newton-John,Hopelessly Devoted To You - From “Grease”,185360
19,Adele,Make You Feel My Love,30256
Someone To Spend Time With,Los Retros,Someone To Spend Time With,1277
The Twilight Saga: Breaking Dawn - Part 1,Bruno Mars,It Will Rain,975
Lo Que Siempre Soñamos Ser,Sandoval,A quien tú decidiste amar,1068
Todo Cambio,Camila,Coleccionista de Canciones,928
Yonaguni,Bad Bunny,Yonaguni,1277
30,Adele,Oh My God,975
DPM (De Pxta Madre),Kany García,DPM (De Pxta Madre),905
Bachata Rosa,Juan Luis Guerra 4.40,Burbujas de Amor,1904
Callaita,Bad Bunny,Callaita,743
Fiesta Nacional (Mtv Unplugged),Los Auténticos Decadentes,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,603
MultiViral,Calle 13,Ojos Color Sol (feat. Silvio Rodríguez),1555
MultiViral,Calle 13,Ojos Color Sol (feat. Silvio Rodríguez),84799
Fiesta Nacional (Mtv Unplugged),Los Auténticos Decadentes,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,1300
Parachutes,Coldplay,Yellow,266773
Leave Before The Lights Come On,Arctic Monkeys,Baby I'm Yours,152613
BICHOTA,KAROL G,BICHOTA,91543
Unforgettable: With Love,Natalie Cole,Unforgettable,2298
"thank u, next",Ariana Grande,7 rings,1300
Everything's Kool & The Gang,Kool & The Gang,Cherish,975
Sensei,Caloncho,Sensei,1253
Fuzzybrain,Dayglow,Hot Rod,998
FOUR,One Direction,Steal My Girl,1695
Fuzzybrain,Dayglow,Hot Rod,204014
FOUR,One Direction,Steal My Girl,96439
Pies Descalzos,Shakira,Antologia,1044
Asondeguerra,Juan Luis Guerra 4.40,Mi Bendición,812
A Rush of Blood to the Head,Coldplay,Green Eyes,564385
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,223040
A Rush of Blood to the Head,Coldplay,Green Eyes,90046
Un Verano Sin Ti,Bad Bunny,Moscow Mule,7381
Nectar,Joji,Sanctuary,30116
Kid Krow,Conan Gray,Maniac,9920
Fine Line,Harry Styles,Golden,465304
Kid Krow,Conan Gray,Maniac,905
Un Verano Sin Ti,Bad Bunny,Andrea,339611
AM,Arctic Monkeys,I Wanna Be Yours,18775
Kid Krow,Conan Gray,Maniac,882
Un Verano Sin Ti,Bad Bunny,Andrea,2252
Kid Krow,Conan Gray,Maniac,185773
Views,Drake,Hotline Bling,0
Kid Krow,Conan Gray,Maniac,308769
Views,Drake,Hotline Bling,267066
Originales - 20 Exitos,Los Auténticos Decadentes,Loco (Tu Forma de Ser) - Remasterized 2001,194136
Views,Drake,Hotline Bling,859
Kid Krow,Conan Gray,Maniac,46
Kid Krow,Conan Gray,Maniac,66409
Kid Krow,Conan Gray,Maniac,184807
Ciclos,Luis Enrique,Yo No Sé Mañana,928
Twenty One Pilots,Twenty One Pilots,The Pantaloon,1091
Night Visions,Imagine Dragons,Demons,1393
"10,000 Hours (with Justin Bieber)",Dan + Shay,"10,000 Hours (with Justin Bieber)",1068
Hozier (Expanded Edition),Hozier,Take Me to Church,1486
Some Nights,fun.,We Are Young (feat. Janelle Monáe),231061
As It Was,Harry Styles,As It Was,163027
Déjenme Llorar,Carla Morrison,Disfruto,1369
I Love You So,The Walters,I Love You So,1044
Flicker,Niall Horan,On The Loose,1416
"Fijación Oral, Vol. 1",Shakira,Las de la Intuición,2554
Flicker,Niall Horan,On The Loose,1416
De mi puño y letra - Edicion Coleccionista,Carlos Baute,Colgando en tus manos (con Marta Sánchez),1160
Fuzzybrain,Dayglow,Can I Call You Tonight?,2856
G I R L,Pharrell Williams,"Happy - From ""Despicable Me 2""",4690
Division,Jenevieve,Midnight Charm,11075
Háblate de Mí,Jósean Log,Chachachá,16927
Un Verano Sin Ti,Bad Bunny,Tarot,180018
Un Verano Sin Ti,Bad Bunny,Moscow Mule,109098
Un Verano Sin Ti,Bad Bunny,Tití Me Preguntó,76927
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,14814
DÁKITI,Bad Bunny,DÁKITI,95178
Un Verano Sin Ti,Bad Bunny,Dos Mil 16,197376
OASIS,J Balvin,QUE PRETENDES,16386
Un Verano Sin Ti,Bad Bunny,Efecto,199808
Un Verano Sin Ti,Bad Bunny,Después de la Playa,194965
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,274944
Soy Peor,Bad Bunny,Soy Peor,7894
Te Boté (Remix),Nio Garcia,Te Boté - Remix,298399
Un Verano Sin Ti,Bad Bunny,Me Porto Bonito,0
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,12770
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,3181
Un Verano Sin Ti,Bad Bunny,Callaita,9322
Un Verano Sin Ti,Bad Bunny,Agosto,93951
DÁKITI,Bad Bunny,DÁKITI,12778
Un Verano Sin Ti,Bad Bunny,Neverita,145151
Un Verano Sin Ti,Bad Bunny,Enséñame a Bailar,72447
Un Verano Sin Ti,Bad Bunny,Después de la Playa,230400
Ignorantes,Bad Bunny,Ignorantes,159582
Diles,Bad Bunny,Diles,9380
Un Verano Sin Ti,Bad Bunny,Me Porto Bonito,1834
Un Verano Sin Ti,Bad Bunny,Aguacero,47957
Un Verano Sin Ti,Bad Bunny,El Apagón,166613
Un Verano Sin Ti,Bad Bunny,Me Porto Bonito,165140
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,426202
Un Verano Sin Ti,Bad Bunny,La Corriente,3072
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,12288
Un Verano Sin Ti,Bad Bunny,Moscow Mule,57066
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,356417
Un Verano Sin Ti,Bad Bunny,La Corriente,139071
YHLQMDLG,Bad Bunny,La Santa,9520
Un Verano Sin Ti,Bad Bunny,Después de la Playa,831
Vete,Bad Bunny,Vete,116866
YHLQMDLG,Bad Bunny,Bichiyal,124479
Un Verano Sin Ti,Bad Bunny,La Corriente,100495
Un Verano Sin Ti,Bad Bunny,Ojitos Lindos,27686
Un Verano Sin Ti,Bad Bunny,Tití Me Preguntó,38730
Un Verano Sin Ti,Bad Bunny,Efecto,1184
Un Verano Sin Ti,Bad Bunny,Dos Mil 16,90975
No Me Conoce,Jhayco,No Me Conoce - Remix,47020
Un Verano Sin Ti,Bad Bunny,Aguacero,952
X 100PRE,Bad Bunny,La Romana,312308
ULTRA SOLO,Polimá Westcoast,ULTRA SOLO,151045
Un Verano Sin Ti,Bad Bunny,Enséñame a Bailar,194528
Un Verano Sin Ti,Bad Bunny,Party,1068
Un Verano Sin Ti,Bad Bunny,Efecto,137717
Kid Krow,Conan Gray,Maniac,185773
Harry Styles,Harry Styles,Kiwi,5059
Kid Krow,Conan Gray,Maniac,147911
A Rush of Blood to the Head,Coldplay,The Scientist,0
AM,Arctic Monkeys,I Wanna Be Yours,86040
Fine Line,Harry Styles,Golden,171108
Kid Krow,Conan Gray,Maniac,28887
Kid Krow,Conan Gray,Maniac,185773
Twenty One Pilots,Twenty One Pilots,The Pantaloon,9346
Paramore,Paramore,Ain't It Fun,2650
Somewhere Only We Know,Reneé Dominique,Somewhere Only We Know,229669
I Kissed A Girl,Katy Perry,I Kissed A Girl,180946
Harry's House,Harry Styles,As It Was,7005
Bachata Rosa,Juan Luis Guerra 4.40,Burbujas de Amor,2150
Nothing Was The Same,Drake,"Hold On, We're Going Home",2720
Sob Rock,John Mayer,Carry Me Away,12400
SINO,Café Tacvba,Quiero Ver,205573
Clarity,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,196906
Can't Take My Eyes off You,Craymer,Can't Take My Eyes off You,1460
Isles Of Wonder: Music For The Opening Ceremony Of The London 2012 Olympic Games,David Bowie,Heroes,1170
Canta En Español Con Los Panchos,Eydie Gormé,Sabor a Mí,168400
The Road,Z.TAO,"Hello, Hello",222360
Todo Cambio,Camila,Coleccionista de Canciones,89006
4 Walls - The 4th Album,f(x),4 Walls,301
4 walls,Arden Jones,4 walls,4179
4 Walls / COWBOY,f(x),4 Walls,6153
4 Walls / COWBOY,f(x),4 Walls,3413
age tape 6,Arden Jones,4 walls (with Sarcastic Sounds),134705
age tape 6,Arden Jones,4 walls (with Sarcastic Sounds),3045
age tape 6,Arden Jones,4 walls (with Sarcastic Sounds),6501
Kid Krow,Conan Gray,Maniac,166022
Bad 25th Anniversary,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,1230
R,ROSÉ,Gone,1369
The New Abnormal,The Strokes,The Adults Are Talking,135186
Is This It,The Strokes,Last Nite,112756
The New Abnormal,The Strokes,The Adults Are Talking,510
The New Abnormal,The Strokes,Brooklyn Bridge To Chorus,998
The New Abnormal,The Strokes,Eternal Summer,975
The New Abnormal,The Strokes,Why Are Sundays So Depressing,1137
The New Abnormal,The Strokes,Not The Same Anymore,337333
The New Abnormal,The Strokes,Why Are Sundays So Depressing,229639
The New Abnormal,The Strokes,Eternal Summer,835
The New Abnormal,The Strokes,Selfless,2368
The New Abnormal,The Strokes,Brooklyn Bridge To Chorus,1718
The New Abnormal,The Strokes,Ode To The Mets,351786
The New Abnormal,The Strokes,At The Door,391959
The New Abnormal,The Strokes,Bad Decisions,626
The New Abnormal,The Strokes,At The Door,112523
The New Abnormal,The Strokes,Not The Same Anymore,337333
The New Abnormal,The Strokes,Brooklyn Bridge To Chorus,73856
The New Abnormal,The Strokes,Ode To The Mets,233383
Pure Heroine,Lorde,Team,10261
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],9386
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,2581
Peace Is The Mission,Major Lazer,Lean On,176561
Mad Love The Prequel,Sean Paul,No Lie,221176
The New Abnormal,The Strokes,Not The Same Anymore,109180
The New Abnormal,The Strokes,Not The Same Anymore,206356
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,261630
Peace Is The Mission,Major Lazer,Lean On,140266
Mad Love The Prequel,Sean Paul,No Lie,221176
An Introduction To Ellie Goulding EP,Ellie Goulding,Lights,12129
Confident,Demi Lovato,Cool for the Summer,214739
Encore,DJ Snake,Let Me Love You,92016
Valentine,Laufey,Valentine,139153
Pure Heroine,Lorde,Team,190897
Un Verano Sin Ti,Bad Bunny,Efecto,56238
Toto IV,TOTO,Africa,249080
Toto IV,TOTO,Africa,171754
Care Package,Drake,Can I,7338
Que la Vida Vale,Natalia Lafourcade,Que la Vida Vale,113749
Mi Vida Sin Tu Amor,Cristian Castro,Por Amarte Así,3349
Grandes Hits,Cristian Castro,Azul,1685
Grandes Hits,Cristian Castro,Yo Quería,255533
Grandes Hits,Cristian Castro,Lloviendo Estrellas,70750
Imagination,Foster The People,Imagination,203989
Random Access Memories,Daft Punk,Instant Crush (feat. Julian Casablancas),337560
Hasta la Raíz,Natalia Lafourcade,Nunca Es Suficiente,164244
